R	B	G
48	186	223	
40	178	217	
36	174	211	
38	176	215	
39	177	214	
40	178	217	
40	178	215	
39	177	216	
37	175	212	
35	173	212	
32	171	210	
31	173	211	
29	172	212	
30	173	213	
33	176	216	
34	176	216	
30	172	212	
31	173	213	
37	176	217	
43	180	222	
27	164	206	
18	153	198	
23	158	203	
31	166	211	
35	168	213	
36	169	214	
37	172	217	
20	159	200	
19	161	201	
24	163	204	
30	169	210	
37	176	217	
39	178	219	
32	174	212	
26	168	206	
26	168	206	
27	166	205	
23	163	199	
17	157	193	
17	157	193	
23	163	199	
25	165	201	
24	163	202	
32	171	214	
30	167	211	
26	163	209	
27	164	208	
29	166	212	
30	167	211	
28	165	211	
26	163	207	
31	166	213	
33	170	214	
38	175	221	
41	178	222	
43	180	226	
41	178	222	
38	175	221	
35	173	219	
25	166	211	
31	172	217	
32	170	216	
26	163	209	
26	159	204	
32	163	209	
39	167	214	
41	167	215	
34	160	208	
43	170	215	
45	173	220	
36	167	211	
27	160	203	
26	162	204	
35	171	213	
40	177	219	
16	158	198	
22	165	205	
29	170	213	
28	169	212	
24	163	206	
19	158	201	
21	158	202	
24	161	205	
28	165	211	
28	165	211	
30	165	212	
30	165	212	
29	164	211	
27	162	209	
28	163	211	
33	165	214	
36	162	212	
23	147	198	
19	143	194	
31	156	204	
36	163	208	
27	154	199	
18	147	189	
16	147	189	
29	160	202	
27	160	201	
27	160	203	
26	162	204	
26	161	206	
23	160	206	
19	156	202	
16	153	199	
11	149	195	
8	146	192	
7	143	191	
7	144	190	
8	144	192	
9	146	192	
7	142	190	
7	139	187	
24	154	204	
18	148	197	
17	144	195	
19	147	196	
21	147	198	
18	144	194	
15	141	192	
16	142	193	
14	140	191	
15	141	192	
18	144	195	
22	148	199	
24	152	201	
23	151	200	
20	148	195	
17	145	190	
19	147	192	
22	151	193	
28	155	198	
33	160	201	
35	162	203	
38	164	204	
43	169	209	
47	175	212	
54	187	220	
42	177	209	
38	171	204	
45	178	211	
59	189	223	
66	194	229	
67	195	230	
68	195	230	
59	183	219	
59	181	218	
63	183	220	
65	185	222	
65	183	221	
66	184	222	
76	192	231	
86	204	240	
62	185	219	
64	188	222	
62	185	219	
56	179	213	
59	179	214	
68	188	223	
74	194	229	
74	194	229	
75	193	229	
69	187	223	
75	193	229	
90	208	244	
95	211	248	
82	198	235	
70	184	221	
66	180	217	
76	199	243	
78	203	247	
75	202	245	
68	197	237	
65	194	236	
67	201	239	
72	206	244	
70	207	243	
60	198	234	
58	198	233	
52	190	226	
43	182	215	
42	181	214	
49	186	220	
51	185	220	
46	181	213	
66	196	230	
66	196	228	
66	195	227	
63	193	225	
63	192	224	
63	193	225	
65	194	226	
66	196	228	
69	198	230	
70	200	232	
68	197	229	
60	190	222	
57	186	218	
57	187	219	
58	187	219	
54	184	218	
56	190	225	
60	194	231	
62	196	233	
64	196	234	
67	199	238	
71	203	242	
69	200	242	
63	196	237	
44	181	223	
39	178	219	
33	179	220	
33	182	222	
31	184	225	
28	184	224	
26	185	224	
32	185	226	
38	179	225	
47	183	231	
53	191	238	
54	195	241	
50	192	238	
42	189	233	
37	186	229	
33	184	227	
23	176	218	
20	173	215	
30	186	227	
34	190	231	
22	175	217	
25	178	220	
35	188	230	
32	181	223	
36	177	222	
41	178	222	
37	174	218	
42	179	223	
57	194	236	
59	195	237	
49	185	227	
47	183	225	
55	191	231	
54	187	228	
60	193	234	
61	194	235	
53	185	224	
55	187	226	
63	195	234	
60	194	232	
42	180	219	
37	176	215	
37	176	215	
40	179	218	
38	177	216	
29	168	207	
23	162	201	
23	162	201	
36	175	214	
32	171	210	
28	167	206	
25	164	203	
25	164	203	
28	167	206	
33	172	211	
35	177	215	
34	177	217	
30	173	213	
29	172	212	
31	174	214	
32	174	214	
31	173	213	
36	175	216	
42	181	222	
39	176	220	
38	175	219	
44	179	224	
54	189	234	
63	195	243	
61	193	241	
53	183	232	
46	178	226	
40	175	220	
44	181	223	
45	182	224	
41	178	220	
41	178	220	
46	183	225	
48	187	228	
45	184	223	
40	179	218	
38	177	216	
34	173	212	
33	173	209	
39	178	217	
46	186	222	
46	186	222	
40	179	218	
32	171	214	
33	171	217	
35	173	219	
37	175	221	
38	176	222	
37	175	221	
33	171	217	
30	168	214	
28	166	212	
29	167	213	
31	169	215	
32	170	216	
34	172	218	
35	173	219	
35	173	219	
33	174	219	
43	186	230	
42	185	229	
37	178	223	
32	170	216	
37	172	217	
50	183	228	
61	189	236	
62	190	237	
64	192	237	
64	192	237	
61	189	234	
55	186	230	
52	185	226	
50	183	224	
39	175	215	
28	166	205	
22	164	202	
26	168	206	
29	171	211	
25	167	207	
16	158	198	
9	151	191	
10	149	192	
11	150	193	
24	163	206	
25	164	207	
27	164	210	
27	164	210	
26	163	209	
24	161	207	
25	161	209	
30	162	211	
27	153	204	
41	162	215	
42	164	215	
25	150	198	
18	143	191	
30	157	202	
44	173	215	
47	178	220	
35	166	208	
34	167	208	
33	169	211	
35	171	213	
35	172	218	
34	171	217	
30	168	215	
26	164	211	
23	161	208	
20	158	205	
16	152	200	
11	147	195	
11	147	195	
15	151	199	
25	160	208	
33	165	214	
24	156	205	
24	154	204	
24	154	204	
24	154	204	
22	149	200	
15	142	193	
14	141	192	
16	143	194	
20	147	202	
16	143	198	
11	138	191	
9	136	189	
13	140	191	
20	147	198	
27	155	204	
30	158	205	
33	161	206	
30	158	203	
34	163	205	
49	178	218	
66	195	235	
68	197	236	
56	185	224	
43	173	209	
56	190	225	
57	192	224	
66	201	233	
82	215	248	
89	222	255	
84	214	248	
70	200	234	
62	190	225	
72	199	234	
73	197	233	
75	197	234	
79	201	238	
85	205	242	
90	210	247	
102	220	255	
113	233	255	
96	219	253	
96	220	254	
92	215	249	
84	207	241	
83	203	238	
84	204	239	
82	202	237	
77	197	232	
73	191	227	
61	177	214	
51	167	204	
50	166	203	
47	161	198	
38	152	189	
39	151	189	
46	158	196	
66	194	239	
69	197	242	
68	199	243	
64	197	238	
64	197	240	
66	204	243	
69	207	246	
69	209	245	
56	196	232	
62	204	240	
61	201	237	
49	189	224	
53	191	227	
69	207	243	
74	211	247	
63	200	236	
64	201	237	
61	198	234	
59	193	230	
57	194	230	
61	195	232	
59	196	232	
59	193	230	
55	192	228	
63	197	234	
67	204	240	
70	204	241	
62	199	235	
58	192	229	
57	194	230	
61	195	232	
60	197	233	
59	196	232	
62	199	235	
63	199	237	
66	200	238	
70	204	242	
74	208	246	
71	204	245	
63	199	239	
59	196	238	
58	200	240	
53	196	238	
39	187	227	
26	178	219	
23	176	217	
21	179	218	
25	178	219	
44	185	231	
49	185	233	
48	186	233	
41	182	228	
33	175	221	
27	174	218	
29	178	221	
31	182	225	
27	180	222	
27	180	222	
37	193	234	
40	196	237	
30	183	225	
27	180	222	
31	182	225	
28	177	219	
34	175	220	
44	183	226	
46	185	228	
51	190	233	
63	202	245	
61	198	242	
51	188	230	
51	188	230	
50	188	227	
52	188	228	
60	196	236	
55	191	231	
39	173	211	
35	169	207	
43	177	215	
43	179	217	
29	168	207	
29	171	211	
33	175	215	
36	178	218	
34	176	216	
29	171	211	
29	171	211	
32	174	214	
42	184	224	
38	180	220	
32	174	214	
27	169	209	
26	168	208	
28	170	210	
32	174	214	
35	177	217	
23	166	208	
16	162	203	
15	161	202	
19	165	206	
25	168	210	
28	171	213	
36	177	220	
43	184	227	
53	191	237	
53	191	237	
50	187	233	
46	183	229	
48	183	230	
51	186	233	
51	186	233	
48	183	230	
39	176	220	
48	187	230	
48	187	230	
35	174	217	
32	171	214	
45	184	225	
56	195	236	
58	197	238	
41	183	223	
38	180	220	
36	178	218	
39	181	219	
49	191	231	
57	199	237	
54	196	234	
45	187	227	
27	168	211	
31	172	217	
37	178	223	
40	181	226	
37	178	223	
30	171	216	
24	165	210	
20	161	206	
24	165	210	
22	163	208	
19	160	205	
17	158	203	
17	158	203	
19	160	205	
22	163	208	
23	166	210	
26	171	215	
20	167	210	
15	160	204	
15	158	202	
24	162	208	
36	173	219	
43	176	221	
43	174	220	
35	166	212	
37	168	214	
37	168	212	
38	169	213	
41	174	215	
43	176	217	
34	170	210	
23	161	200	
15	154	193	
18	157	196	
21	160	201	
21	160	201	
19	158	199	
18	157	198	
21	160	203	
24	163	206	
26	165	208	
27	166	209	
27	165	211	
23	161	207	
19	157	203	
15	153	199	
14	152	199	
15	150	198	
25	152	203	
33	159	210	
32	158	208	
25	151	199	
28	154	202	
37	165	210	
36	165	207	
24	155	197	
34	165	207	
33	166	207	
32	168	210	
33	169	211	
31	168	214	
28	165	211	
22	160	207	
18	156	203	
25	163	210	
28	166	213	
29	167	214	
24	162	209	
18	154	202	
13	149	197	
13	149	197	
16	151	199	
15	150	198	
19	151	200	
23	155	204	
25	157	206	
21	153	202	
15	147	196	
16	148	197	
21	153	202	
21	150	205	
19	148	203	
17	147	199	
16	146	198	
16	146	196	
16	146	196	
14	144	193	
12	143	189	
15	146	190	
18	149	193	
24	155	197	
29	161	200	
34	166	205	
39	171	209	
42	174	212	
42	176	213	
41	175	213	
38	174	212	
42	178	216	
50	184	222	
50	184	222	
43	175	214	
34	166	205	
32	161	201	
45	174	214	
41	168	209	
40	166	207	
42	168	209	
46	169	211	
50	173	215	
59	182	224	
69	192	234	
54	180	220	
54	182	221	
53	179	219	
51	177	217	
52	178	218	
52	178	218	
49	172	213	
42	165	206	
46	168	209	
47	169	210	
57	176	218	
68	187	229	
72	189	232	
71	188	231	
79	196	239	
91	208	251	
41	176	221	
41	176	221	
40	175	220	
37	174	216	
36	175	218	
36	178	218	
37	180	220	
38	182	219	
40	184	221	
47	191	228	
46	190	227	
40	182	218	
46	186	222	
60	198	235	
65	203	240	
60	198	235	
54	193	232	
56	195	234	
60	199	238	
63	202	241	
62	201	240	
58	197	236	
52	191	230	
47	186	225	
51	190	229	
63	202	241	
71	210	249	
68	207	246	
61	200	239	
58	197	236	
56	195	234	
54	193	232	
51	191	227	
53	191	228	
51	189	226	
50	188	225	
54	190	228	
56	192	230	
50	186	226	
41	179	218	
31	170	211	
38	180	220	
40	183	225	
30	176	217	
22	171	213	
25	177	218	
35	188	229	
42	194	235	
52	193	239	
54	192	239	
48	189	235	
40	182	228	
31	176	221	
30	177	221	
38	187	230	
44	195	238	
39	192	234	
35	188	230	
35	191	232	
37	193	234	
34	187	229	
29	182	224	
28	179	222	
27	176	219	
26	169	213	
44	185	228	
52	193	236	
52	193	236	
52	193	236	
46	185	228	
42	181	222	
51	190	231	
34	173	212	
38	176	215	
49	187	226	
48	186	225	
32	170	207	
28	164	202	
33	169	207	
31	169	208	
31	173	213	
32	175	215	
37	178	221	
40	183	223	
43	184	227	
42	185	225	
43	184	227	
44	187	227	
42	183	226	
43	186	226	
47	188	231	
48	191	231	
50	191	234	
47	190	230	
46	187	230	
43	186	228	
39	185	226	
33	179	220	
30	175	219	
34	180	221	
37	182	226	
42	185	227	
46	189	233	
52	195	239	
56	199	243	
52	195	239	
41	182	227	
26	167	212	
26	164	210	
37	175	221	
48	186	232	
53	191	237	
52	190	236	
60	199	242	
55	194	237	
39	178	221	
36	175	218	
51	190	233	
61	200	243	
57	199	239	
43	184	227	
44	186	226	
45	186	229	
46	189	229	
54	195	238	
58	201	241	
55	197	237	
47	190	230	
45	188	230	
50	193	237	
55	198	242	
54	197	241	
47	190	234	
38	181	225	
31	174	218	
28	171	215	
26	169	213	
23	166	210	
18	161	205	
15	158	202	
13	156	200	
13	156	200	
15	158	202	
15	160	204	
16	165	207	
14	166	207	
18	165	208	
21	166	210	
27	170	214	
32	170	216	
31	168	212	
29	164	209	
12	145	190	
21	154	199	
27	160	203	
24	157	200	
20	153	194	
24	157	198	
28	164	204	
32	168	208	
42	180	219	
41	179	218	
38	175	217	
33	172	213	
31	170	211	
31	170	211	
33	172	215	
35	174	217	
36	175	218	
38	177	220	
36	174	220	
27	168	213	
21	159	205	
14	155	200	
10	151	197	
9	145	193	
19	151	200	
11	138	189	
14	144	193	
40	171	217	
60	191	237	
57	188	232	
44	177	218	
38	171	212	
38	171	212	
36	172	212	
38	174	216	
40	176	218	
41	178	224	
39	176	222	
35	173	220	
31	169	216	
21	159	206	
22	160	207	
23	161	208	
20	158	205	
14	152	199	
8	146	193	
4	140	188	
2	138	186	
24	160	208	
22	158	206	
22	158	206	
24	160	208	
22	158	206	
18	154	202	
19	155	203	
23	159	207	
21	155	206	
21	155	208	
21	155	206	
21	155	206	
20	155	203	
16	151	199	
11	146	193	
6	141	188	
8	143	188	
15	151	193	
20	156	198	
17	153	193	
14	150	190	
20	156	194	
31	167	205	
39	175	213	
39	177	216	
34	171	213	
30	167	209	
29	166	208	
25	161	203	
20	156	198	
23	156	199	
27	160	203	
29	160	204	
23	154	198	
19	150	194	
22	150	195	
23	151	196	
23	151	196	
27	155	200	
32	160	205	
17	148	194	
17	148	194	
18	149	195	
22	153	199	
29	157	204	
32	160	207	
28	156	203	
24	150	198	
62	188	236	
69	195	243	
78	203	251	
79	204	252	
68	190	239	
51	173	222	
45	167	216	
49	171	220	
48	189	234	
43	186	230	
39	182	226	
34	180	221	
32	177	221	
30	178	218	
30	178	218	
30	180	217	
42	190	228	
39	187	225	
37	183	222	
37	183	220	
38	182	219	
38	180	218	
42	181	220	
47	186	227	
52	195	237	
56	202	243	
61	207	248	
60	206	247	
54	200	241	
47	193	234	
44	190	231	
43	189	230	
40	186	227	
48	194	235	
52	198	239	
47	193	234	
39	185	226	
33	179	220	
28	174	215	
26	169	209	
36	178	216	
39	178	217	
38	177	216	
35	174	213	
37	175	214	
37	175	214	
32	169	211	
24	161	203	
20	159	200	
27	169	209	
30	173	215	
22	168	209	
16	164	204	
19	168	208	
27	179	220	
38	185	228	
36	177	223	
44	182	229	
48	189	235	
48	190	236	
44	189	234	
41	188	232	
42	191	234	
43	194	237	
33	186	228	
24	177	219	
16	169	211	
20	173	215	
31	182	225	
32	183	226	
31	182	225	
36	185	228	
34	179	223	
47	190	234	
48	191	233	
47	190	232	
50	193	235	
46	187	230	
43	185	225	
51	193	233	
36	178	218	
34	173	214	
40	179	218	
43	182	221	
35	174	213	
37	175	214	
42	180	219	
37	176	215	
42	185	227	
39	185	226	
40	183	227	
40	186	227	
45	188	232	
44	190	231	
41	184	228	
32	178	219	
33	176	220	
37	183	224	
47	190	234	
53	199	240	
60	203	247	
58	204	245	
58	201	245	
54	199	243	
53	198	242	
45	192	235	
40	187	231	
41	188	231	
41	188	232	
39	184	228	
38	183	228	
39	184	229	
55	200	245	
57	202	247	
57	202	247	
54	199	244	
57	199	245	
65	207	253	
72	214	255	
76	219	255	
80	218	255	
81	219	255	
71	209	255	
56	194	240	
54	195	240	
64	205	250	
64	205	250	
54	195	238	
51	192	237	
55	198	240	
58	201	245	
54	200	241	
55	198	242	
54	200	241	
54	197	239	
49	195	236	
46	191	235	
49	194	238	
50	195	239	
47	192	236	
39	184	228	
33	178	222	
29	174	218	
29	174	218	
28	173	217	
26	171	215	
25	170	214	
23	168	212	
22	167	211	
22	167	211	
22	167	211	
22	169	212	
17	170	212	
18	174	215	
25	176	219	
30	179	222	
30	177	220	
32	175	219	
34	175	220	
38	176	222	
44	181	225	
52	187	232	
54	190	232	
49	182	225	
42	175	218	
40	173	216	
41	174	217	
41	174	217	
35	171	211	
31	167	207	
27	163	205	
24	161	203	
26	163	205	
29	166	208	
30	169	212	
32	171	214	
36	177	220	
41	182	225	
41	182	227	
33	176	220	
29	170	215	
27	170	214	
24	166	212	
20	161	207	
23	159	207	
18	153	201	
24	159	206	
42	177	222	
49	184	229	
42	178	220	
37	173	213	
41	177	217	
44	180	220	
45	183	222	
48	185	227	
53	190	232	
59	196	242	
62	199	245	
63	199	247	
62	198	246	
46	184	231	
37	175	222	
26	167	213	
24	165	211	
31	172	218	
40	181	227	
49	187	234	
50	191	237	
42	183	229	
32	173	219	
24	165	211	
24	165	211	
24	166	212	
21	163	209	
18	160	206	
19	160	206	
28	166	215	
24	162	211	
18	156	205	
16	154	203	
19	157	204	
25	163	210	
31	169	215	
34	172	218	
35	174	217	
37	176	217	
38	177	218	
42	181	220	
50	189	228	
55	195	231	
47	187	223	
35	174	213	
37	176	219	
40	178	224	
46	184	230	
52	190	236	
50	187	233	
42	179	225	
38	175	221	
39	176	222	
42	179	225	
36	173	219	
33	170	216	
37	172	219	
40	175	222	
40	175	222	
40	175	222	
40	176	224	
30	166	216	
26	162	212	
24	160	210	
25	161	211	
27	161	212	
26	160	211	
23	157	208	
22	153	205	
16	147	199	
20	151	203	
27	157	209	
28	158	210	
23	153	205	
23	153	205	
33	163	215	
45	175	227	
48	194	241	
41	190	233	
37	186	229	
34	185	228	
33	184	227	
29	181	222	
26	179	220	
27	180	221	
33	185	226	
26	178	217	
27	176	216	
31	179	219	
30	176	217	
26	169	209	
29	170	213	
37	180	222	
47	192	236	
48	195	238	
48	195	238	
40	187	230	
30	177	220	
26	173	216	
29	176	219	
34	181	224	
38	185	228	
37	184	227	
33	180	223	
27	174	217	
27	174	217	
31	178	221	
30	177	220	
26	174	214	
38	181	221	
42	186	223	
44	188	225	
44	186	224	
43	185	223	
46	185	224	
44	183	224	
40	179	220	
55	194	235	
51	193	233	
51	192	235	
47	190	232	
37	183	224	
29	177	217	
30	177	220	
37	182	226	
44	185	231	
42	183	229	
39	180	226	
34	176	222	
29	174	219	
26	175	218	
28	177	220	
28	179	222	
32	185	227	
23	176	218	
10	163	205	
13	166	208	
30	181	224	
30	181	224	
28	179	222	
40	189	232	
55	202	245	
53	200	243	
44	190	231	
46	192	233	
61	207	248	
64	210	251	
57	203	244	
58	201	241	
50	193	233	
39	182	222	
38	180	218	
38	180	218	
35	177	215	
42	184	222	
51	190	229	
45	187	227	
41	187	228	
40	187	230	
40	185	229	
41	188	231	
47	192	236	
48	195	238	
41	186	230	
30	177	220	
36	181	225	
36	183	226	
39	184	228	
41	188	231	
43	188	232	
43	190	233	
45	190	234	
44	191	234	
36	183	227	
29	176	220	
26	173	217	
29	176	220	
33	180	224	
32	179	223	
32	179	223	
33	180	224	
28	175	219	
25	174	217	
27	174	218	
32	179	223	
34	181	225	
37	184	228	
43	190	234	
51	196	241	
71	212	255	
65	203	249	
55	193	239	
52	190	236	
57	198	243	
63	204	249	
56	197	242	
44	187	231	
45	188	232	
49	194	238	
51	196	240	
45	190	234	
40	185	230	
38	185	228	
40	185	230	
39	186	229	
29	176	219	
28	177	219	
27	174	217	
24	173	215	
22	169	212	
19	168	210	
21	168	211	
21	170	212	
22	169	212	
21	170	212	
23	170	213	
23	172	214	
25	172	215	
25	174	216	
27	174	217	
24	176	217	
13	170	211	
11	170	210	
14	170	211	
17	170	212	
16	168	209	
20	167	210	
30	175	219	
43	184	229	
47	186	229	
49	186	230	
51	188	232	
57	193	235	
64	200	242	
68	201	244	
56	189	232	
42	175	218	
30	163	204	
28	161	202	
25	158	201	
24	160	202	
26	162	204	
25	162	204	
22	159	203	
17	156	199	
19	160	203	
28	169	212	
32	175	219	
30	173	217	
30	173	217	
34	179	223	
35	180	225	
30	175	220	
24	165	211	
32	170	217	
35	173	219	
38	177	220	
48	187	230	
55	194	235	
41	179	218	
17	155	194	
37	175	214	
36	174	213	
35	172	214	
37	174	216	
40	177	223	
42	179	225	
42	178	226	
41	177	225	
46	184	231	
36	177	223	
31	172	218	
35	176	222	
47	188	234	
57	199	245	
60	202	248	
58	200	246	
35	177	223	
22	167	212	
14	159	204	
17	162	207	
23	170	214	
24	171	215	
21	168	212	
19	166	210	
29	171	219	
27	169	217	
27	169	217	
28	170	218	
32	174	220	
35	177	223	
36	179	223	
35	178	222	
38	181	223	
44	187	229	
44	187	227	
38	181	221	
38	181	221	
44	188	225	
43	187	224	
38	181	221	
26	169	213	
28	170	216	
37	178	224	
45	186	232	
47	188	234	
44	185	231	
43	184	230	
46	187	233	
58	199	245	
49	190	236	
42	183	229	
43	184	230	
45	186	232	
43	184	230	
39	180	226	
37	179	227	
33	174	227	
28	169	222	
26	165	220	
25	165	218	
21	160	215	
16	156	209	
15	154	209	
17	157	210	
19	156	211	
20	157	211	
20	157	212	
16	153	207	
14	149	205	
13	150	204	
21	156	212	
27	164	218	
25	177	224	
19	174	218	
20	175	219	
26	181	225	
29	184	228	
23	180	221	
18	175	216	
18	175	216	
21	177	218	
24	180	220	
26	179	220	
24	176	217	
25	172	215	
28	174	215	
31	176	220	
34	179	223	
40	187	230	
38	187	229	
34	183	225	
28	177	219	
23	172	214	
23	172	214	
26	175	217	
30	179	221	
39	188	230	
33	182	224	
25	174	216	
26	175	217	
37	186	228	
49	198	240	
49	198	240	
42	190	230	
39	187	225	
48	194	233	
54	200	239	
54	197	237	
52	195	235	
55	197	237	
56	197	240	
56	197	240	
49	190	233	
41	182	225	
44	185	228	
57	200	242	
61	204	246	
52	198	239	
51	197	238	
62	205	249	
71	212	255	
60	201	247	
45	186	232	
32	174	220	
26	171	216	
25	174	217	
29	178	221	
29	180	223	
35	188	230	
33	186	228	
22	175	217	
23	176	218	
35	186	229	
26	177	220	
21	170	213	
37	186	229	
54	203	245	
54	203	245	
47	194	237	
45	192	235	
55	202	245	
57	205	245	
53	201	241	
58	204	245	
53	199	238	
43	189	228	
45	188	228	
47	190	230	
44	188	225	
48	192	229	
52	194	232	
44	187	227	
37	184	227	
42	191	234	
46	193	237	
46	195	238	
49	196	240	
49	198	241	
44	191	235	
33	182	225	
40	187	231	
37	186	229	
35	182	226	
31	180	223	
30	177	221	
28	177	220	
30	177	221	
29	178	221	
32	180	226	
24	172	218	
21	169	215	
28	176	222	
36	184	230	
41	189	235	
45	194	237	
49	198	241	
48	197	240	
32	183	226	
27	176	219	
33	182	225	
37	186	228	
36	185	227	
46	195	237	
64	211	254	
58	199	244	
47	185	231	
40	178	224	
46	184	230	
52	193	238	
51	192	237	
42	184	230	
36	178	224	
37	179	225	
37	182	227	
36	181	226	
29	176	220	
26	172	219	
28	177	220	
31	177	224	
29	178	221	
31	180	223	
26	177	220	
25	174	217	
21	172	215	
24	173	216	
24	175	218	
28	177	220	
26	177	220	
19	168	211	
16	167	210	
18	167	210	
16	167	210	
19	168	211	
18	169	212	
21	170	213	
19	172	214	
18	177	217	
10	174	212	
10	169	209	
13	170	211	
16	172	213	
19	172	214	
29	178	220	
39	184	228	
23	166	210	
27	168	211	
34	173	216	
45	182	226	
59	195	237	
64	200	242	
56	189	232	
43	176	219	
65	196	238	
63	194	236	
62	193	237	
60	193	236	
54	190	232	
41	178	220	
24	161	205	
9	148	191	
11	152	195	
22	163	206	
27	170	214	
23	168	212	
25	170	214	
31	178	221	
32	179	223	
27	174	218	
18	160	206	
23	164	210	
28	169	214	
41	182	225	
65	206	249	
81	223	255	
70	209	248	
44	183	222	
28	167	206	
25	164	203	
20	159	200	
17	156	197	
17	154	200	
17	154	200	
16	152	200	
14	152	199	
16	157	203	
15	157	203	
19	161	207	
26	168	214	
33	175	221	
31	176	221	
24	169	214	
16	163	207	
21	168	212	
14	161	205	
11	160	203	
18	167	210	
22	173	216	
22	173	216	
20	171	214	
19	170	213	
22	168	215	
25	171	218	
31	177	224	
37	183	230	
39	186	230	
35	182	226	
27	174	217	
21	168	211	
27	175	215	
39	187	227	
40	188	228	
23	171	209	
11	159	197	
18	166	204	
32	180	218	
40	188	226	
38	183	227	
31	176	221	
29	171	217	
31	173	219	
34	176	222	
38	180	226	
44	189	234	
52	197	242	
63	210	254	
49	196	240	
37	184	228	
34	181	225	
35	182	226	
32	179	223	
28	175	219	
26	172	219	
27	173	224	
26	171	224	
28	173	228	
29	174	227	
24	169	224	
17	162	215	
18	163	218	
25	170	223	
17	160	216	
19	163	216	
22	165	221	
24	168	221	
27	168	224	
23	167	220	
21	162	218	
15	159	212	
36	193	238	
35	192	237	
41	198	243	
53	211	255	
59	217	255	
51	212	254	
47	206	248	
46	205	247	
56	215	255	
68	225	255	
68	224	255	
55	208	250	
52	201	244	
62	209	252	
63	210	253	
55	202	245	
43	191	231	
42	190	230	
41	189	229	
43	191	231	
45	193	233	
45	193	233	
44	192	232	
42	190	230	
42	190	230	
34	182	222	
27	175	215	
32	180	220	
48	196	236	
58	206	246	
50	198	238	
35	183	223	
28	176	216	
39	187	225	
47	193	234	
45	191	230	
40	186	227	
41	187	228	
47	190	232	
48	191	233	
34	177	219	
20	161	204	
22	163	206	
43	184	227	
49	192	234	
37	180	222	
32	175	217	
